chr	gene	start	end	transcript	strand	cancerGene	geneColor
1	RCAN3	24828841	24863510	NM_001251984|NM_001251979|NM_001251981|NM_001251977|NM_001251983|NM_013441|NM_001251978|NM_001251982|NM_001251985|NM_001251980	+	no	black
1	LOC100506985	24865764	24882515	NR_109781	-	no	black
1	NCMAP	24882567	24935818	NM_001010980	+	no	black
1	SRRM1	24969594	24999772	NM_005839|NM_001303448|NM_001303449	+	no	black
1	CLIC4	25071760	25170815	NM_013943	+	no	black
1	RUNX3	25226002	25291501	NM_004350|NM_001031680	-	no	black
1	MIR6731	25245836	25245907	NR_106789	-	no	black
1	MIR4425	25349994	25350077	NR_039623	+	no	black
1	SYF2	25548767	25559013	NM_015484|NM_207170	-	no	black
1	RSRP1	25568740	25573985	NM_020317	-	no	black
1	RHD	25598977	25656936	NM_001282870|NM_001282872|NM_001282871|NM_016124|NM_001127691|NM_001282869|NM_001282868|NM_001282867	+	no	black
1	TMEM50A	25664789	25688852	NM_014313	+	no	black
1	RHCE	25688740	25747363	NM_020485|NM_138618|NM_138617|NM_138616	-	no	black
1	TMEM57	25757349	25826698	NM_018202|NM_001282564	+	no	black
1	LDLRAP1	25870076	25895377	NM_015627	+	no	black
1	MAN1C1	25943959	26112698	NM_020379|NM_001289010	+	no	black
1	SEPN1	26126667	26144713	NM_206926|NM_020451	+	no	black
1	MTFR1L	26146397	26159433	NM_001099625|NM_001099627|NM_019557|NM_001099626	+	no	black
1	LOC646471	26146445	26150097	NR_024498	-	no	black
1	AUNIP	26158404	26185949	NM_001287490|NM_024037	-	no	black
1	PAQR7	26187975	26197744	NM_178422	-	no	black
1	STMN1	26210677	26233368	NM_001145454|NM_203401|NM_005563|NM_203399	-	no	black
1	MIR3917	26232853	26232945	NR_037481	-	no	black
1	PAFAH2	26286258	26324648	NM_000437	-	no	black
1	EXTL1	26348271	26362954	NM_004455	+	no	black
1	SLC30A2	26364513	26372629	NM_001004434|NM_032513	-	no	black
1	TRIM63	26377796	26394125	NM_032588	-	no	black
1	PDIK1L	26437656	26452039	NM_001243532|NM_152835|NM_001243533	+	no	black
1	FAM110D	26485511	26489119	NM_024869	+	no	black
1	ZNF593	26496388	26497364	NM_015871	+	no	black
1	CNKSR1	26503981	26516376	NM_006314|NM_001297648|NM_001297647	+	no	black
1	CATSPER4	26517119	26529033	NM_198137	+	no	black
1	LOC101928303	26551811	26556331	NR_110698	+	no	black
1	CEP85	26560644	26605529	NM_001281517|NM_022778|NM_001281518	+	no	black
1	SH3BGRL3	26606213	26608013	NM_031286	+	no	black
1	UBXN11	26608773	26644756	NM_001077262|NM_183008|NM_145345	-	no	black
1	CD52	26644411	26647014	NM_001803	+	no	black
1	AIM1L	26648350	26680621	NM_001039775	-	no	black
1	ZNF683	26688125	26699266	NM_173574|NM_001114759	-	no	black
1	LIN28A	26737269	26756219	NM_024674	+	no	black
1	DHDDS	26758773	26797795	NM_024887|NM_001243564|NM_001243565|NM_205861	+	no	black
1	LOC101928324	26789248	26794028	NR_125953|NR_125952	-	no	black
1	HMGN2	26798902	26803133	NM_005517	+	no	black
1	RPS6KA1	26856249	26901520	NM_002953|NM_001006665	+	no	black
1	MIR1976	26881033	26881084	NR_031740	+	no	black
1	ARID1A	27022522	27108601	NM_139135|NM_006015	+	yes	red4
1	PIGV	27114454	27124894	NM_017837|NM_001202554	+	no	black
1	ZDHHC18	27153201	27182211	NM_032283	+	no	black
1	SFN	27189633	27190947	NM_006142	+	no	black
1	GPN2	27205873	27216869	NM_018066	-	no	black
1	GPATCH3	27216979	27226962	NM_022078	-	no	black
1	NR0B2	27237975	27240567	NM_021969	-	no	black
1	NUDC	27248213	27273362	NM_006600	+	no	black
1	KDF1	27276047	27286901	NM_152365	-	no	black
1	TRNP1	27320195	27327377	NM_001013642	+	no	black
1	FAM46B	27331511	27339333	NM_052943	-	no	black
1	SLC9A1	27425300	27481621	NR_046474|NM_003047	-	no	black
1	WDTC1	27561007	27635124	NM_015023|NM_001276252	+	no	black
1	TMEM222	27648636	27662891	NR_037576|NM_032125|NR_037580|NR_037577	+	no	black
1	ACTG1P20	27650365	27653016	NR_033926	+	no	black
1	SYTL1	27668483	27680423	NM_001193308|NM_032872	+	no	black
1	MAP3K6	27681670	27693357	NM_004672|NM_001297609	-	no	black
1	FCN3	27695601	27701315	NM_173452|NM_003665	-	no	black
1	CD164L2	27705590	27709823	NM_207397	-	no	black
1	GPR3	27719148	27722317	NM_005281	+	no	black
1	WASF2	27730730	27816698	NM_001201404|NM_006990	-	no	black
1	AHDC1	27860756	27930005	NM_001029882	-	no	black
1	FGR	27938801	27961727	NM_001042747|NM_001042729|NM_005248	-	no	black
1	IFI6	27992572	27998724	NM_002038|NM_022873|NM_022872	-	no	black
1	FAM76A	28052490	28089423	NM_001143914|NM_001143913|NM_001143912|NM_152660|NM_001143915	+	no	black
1	STX12	28099694	28150963	NM_177424	+	no	black
1	PPP1R8	28157252	28178183	NM_014110|NM_002713|NM_138558	+	no	black
1	SCARNA1	28160912	28161077	NR_002997	+	no	black
1	THEMIS2	28199054	28213196	NM_001105556|NM_001039477|NM_001286115|NM_001286113|NM_004848	+	no	black
1	RPA2	28218036	28241308	NM_002946|NM_001286076|NM_001297558	-	no	black
1	SMPDL3B	28261504	28285663	NM_001009568|NM_014474	+	no	black
1	XKR8	28286504	28294604	NM_018053	+	no	black
1	EYA3	28296855	28415148	NM_001282562|NM_001282561|NM_001990|NM_001282560|NR_104214	-	no	black
1	PTAFR	28473677	28520447	NM_001164723|NM_000952|NM_001164721|NM_001164722	-	no	black
1	DNAJC8	28526790	28559542	NM_014280	-	no	black
1	ATPIF1	28562602	28564616	NM_178190|NM_178191|NM_016311	+	no	black
1	SESN2	28585963	28609002	NM_031459	+	no	black
1	MED18	28655513	28662478	NM_017638|NM_001127350	+	no	black
1	PHACTR4	28696093	28826881	NM_001048183|NM_023923	+	no	black
1	SNHG3	28832455	28837404	NR_036473|NR_002909	+	no	black
1	RCC1	28832455	28865708	NR_030726|NR_030725|NM_001048199|NM_001048195|NM_001048194|NM_001269	+	no	black
1	SNORA73B	28835070	28835227	NR_004404	+	no	black
1	TRNAU1AP	28879529	28905057	NM_017846|NR_003109	+	no	black
1	SNHG12	28905050	28908366	NR_024127	-	no	black
1	SNORD99	28905255	28905334	NR_003077	-	no	black
1	SNORA61	28906276	28906405	NR_002987	-	no	black
1	SNORA44	28906893	28907024	NR_002976	-	no	black
1	SNORA16A	28907432	28907565	NR_003035	-	no	black
1	RAB42	28918712	28921088	NM_152304|NM_001193532	+	no	black
1	TAF12	28929609	28969604	NM_001135218|NM_005644	-	no	black
1	RNU11	28975112	28975246	NR_004407	+	no	black
1	GMEB1	28995240	29042115	NM_024482|NM_006582	+	no	black
1	YTHDF2	29063133	29096287	NM_001173128|NM_016258|NM_001172828	+	no	black
1	OPRD1	29138654	29190208	NM_000911	+	no	black
1	EPB41	29213603	29446558	NM_004437|NM_203342|NM_001166005|NM_001166007|NM_203343|NM_001166006	+	no	black
1	TMEM200B	29445937	29450421	NM_001171868|NM_001003682	-	no	black
1	SRSF4	29474250	29508637	NM_005626	-	no	black
1	MECR	29519169	29557470	NM_016011|NM_001024732	-	no	black
1	PTPRU	29563028	29653325	NM_005704|NM_001195001|NM_133178|NM_133177	+	no	black
1	LOC101928460	29656132	29676626	NR_110758	-	no	black
1	LOC101929406	30486799	30510459	NR_110790	-	no	black
1	MATN1	31184124	31196432	NM_002379	-	no	black
1	MATN1-AS1	31191619	31199593	NR_034182	+	no	black
1	LAPTM5	31205315	31230683	NM_006762	-	no	black
1	MIR4420	31212003	31212079	NR_039616	-	no	black
1	SDC3	31342313	31381480	NM_014654	-	no	black
1	PUM1	31404353	31538564	NM_014676|NM_001020658	-	no	black
1	SNORD103A	31408536	31408623	NR_004054	-	no	black
1	SNORD85	31441010	31441084	NR_003066	-	no	black
1	NKAIN1	31652592	31712734	NM_024522	-	no	black
1	SNRNP40	31732415	31769644	NM_004814	-	no	black
1	ZCCHC17	31769829	31837800	NM_001282569|NM_001282570|NM_001282567|NM_001282572|NM_016505|NM_001282568|NM_001282571|NM_001282573|NM_001282566|NM_001282574	+	no	black
1	FABP3	31838100	31845923	NM_004102	-	no	black
1	SERINC2	31882412	31907527	NM_001199038|NM_001199037|NM_178865|NM_018565|NM_001199039	+	no	black
1	LINC01225	31971839	31974167	NR_034112	+	no	black
1	LINC01226	31984036	31989846	NR_027085	+	no	black
1	TINAGL1	32042086	32053287	NM_022164|NM_001204414|NM_001204415	+	no	black
1	HCRTR1	32083301	32092919	NM_001525	+	no	black
1	PEF1	32095463	32110838	NR_033688|NR_033686|NM_012392	-	no	black
1	COL16A1	32117848	32169768	NM_001856	-	no	black
1	BAI2	32192706	32229664	NM_001294336|NM_001294335	-	no	black
1	MIR4254	32224261	32224336	NR_036216	-	no	black
1	SPOCD1	32256023	32281652	NM_001281988|NM_144569|NM_001281987	-	no	black
1	PTP4A2	32372022	32403988	NM_001195100|NM_001195101|NM_080391	-	no	black
1	KHDRBS1	32479295	32526460	NM_006559|NM_001271878|NR_073498|NR_073499	+	no	black
1	TMEM39B	32538503	32568467	NM_018056	+	no	black
1	MIR5585	32552550	32552608	NR_049850	+	no	black
1	KPNA6	32573644	32642168	NM_012316	+	no	black
1	TXLNA	32645345	32663886	NM_175852	+	no	black
1	CCDC28B	32665987	32670991	NM_024296|NM_001301011	+	no	black
1	IQCC	32671236	32674288	NM_001160042|NM_018134	+	no	black
1	DCDC2B	32674695	32681797	NM_001099434	+	no	black
1	TMEM234	32681798	32687926	NM_019118	-	no	black
1	EIF3I	32687971	32697205	NM_003757	+	no	black
1	MTMR9LP	32697261	32707311	NR_026850	-	no	black
1	FAM167B	32712818	32714461	NM_032648	+	no	black
1	LCK	32716840	32751768	NM_005356|NM_001042771	+	yes	red4
1	HDAC1	32757708	32799224	NM_004964	+	no	black
1	MARCKSL1	32799430	32801840	NM_023009|NR_052852	-	no	black
1	FAM229A	32826871	32827844	NM_001167676	-	no	black
1	TSSK3	32827862	32829924	NM_052841	+	no	black
1	BSDC1	32830234	32860062	NM_001143888|NM_001143889|NM_001143890|NM_018045|NM_001300958|NR_125352	-	no	black
1	ZBTB8B	32930658	32953459	NM_001145720	+	no	black
1	ZBTB8A	33004746	33071551	NM_001291496|NR_111980|NM_001040441	+	no	black
1	ZBTB8OS	33087307	33116185	NM_178547	-	no	black
1	RBBP4	33116749	33151812	NM_001135255|NM_005610|NM_001135256	+	no	black
1	SYNC	33145507	33168361	NM_030786|NM_001161708	-	no	black
1	KIAA1522	33207512	33240571	NM_020888|NM_001198973|NM_001198972	+	no	black
1	YARS	33240840	33283633	NM_003680	-	no	black
1	S100PBP	33283043	33324480	NM_001256121|NM_022753	+	no	black
1	FNDC5	33327869	33338093	NM_001171940|NM_153756|NM_001171941	-	no	black
1	HPCA	33352098	33360247	NM_002143	+	no	black
1	TMEM54	33360196	33366953	NM_033504	-	no	black
1	RNF19B	33402047	33430414	NM_001127361|NM_153341|NM_001300826	-	no	black
1	AK2	33473541	33502512	NM_013411|NR_037591|NM_001199199|NM_001625|NR_037592	-	no	black
1	AZIN2	33546714	33586132	NM_052998|NM_001293562|NM_001301823|NM_001301824|NR_126031|NM_001301826|NM_001301825	+	no	black
1	TRIM62	33611003	33647671	NM_018207	-	no	black
1	ZNF362	33722174	33766320	NM_152493	+	no	black
1	A3GALT2	33772367	33786699	NM_001080438	-	no	black
1	PHC2	33789224	33841194	NM_004427|NM_198040	-	no	black
1	MIR3605	33797994	33798093	NR_037400	-	no	black
1	LOC101929464	33815953	33828846	NR_125978	+	no	black
1	ZSCAN20	33938232	33961995	NM_145238	+	no	black
1	CSMD2	33979599	34631443	NM_001281956|NM_052896	-	no	black
1	HMGB4	34326076	34330392	NM_145205|NR_033264	+	no	black
1	CSMD2-AS1	34334557	34351059	NR_038372	+	no	black
1	C1orf94	34632484	34684731	NM_032884|NM_001134734	+	no	black
1	MIR552	35135200	35135295	NR_030278	-	no	black
1	GJB5	35220648	35224113	NM_005268	+	no	black
1	GJB4	35225342	35229325	NM_153212	+	no	black
1	GJB3	35246790	35251967	NM_024009|NM_001005752	+	no	black
1	GJA4	35258599	35261348	NM_002060	+	no	black
1	SMIM12	35315963	35325417	NM_001164824|NM_001164825|NM_138428	-	no	black
1	DLGAP3	35331037	35395186	NM_001080418	-	no	black
1	LOC653160	35441300	35444307	NR_037869	-	no	black
1	ZMYM6NB	35447127	35450948	NM_001195156	-	no	black
1	ZMYM6	35451767	35497569	NM_007167	-	no	black
1	ZMYM1	35525387	35581459	NM_001289088|NM_024772|NM_001289091|NM_001289089|NM_001289090	+	no	black
1	SFPQ	35649201	35658743	NM_005066	-	yes	red4
1	ZMYM4	35734568	35887545	NM_005095	+	no	black
1	KIAA0319L	35899091	36023037	NM_024874	-	no	black
1	NCDN	36023393	36032380	NM_001014839|NM_014284|NM_001014841	+	no	black
1	TFAP2E	36038971	36060927	NM_178548	+	no	black
1	PSMB2	36065143	36107445	NM_001199780|NM_001199779|NM_002794	-	no	black
1	C1orf216	36179477	36184790	NM_152374	-	no	black
1	CLSPN	36197713	36235551	NM_001190481|NM_022111	-	no	black
1	AGO4	36273828	36323490	NM_017629	+	no	black
1	AGO1	36348810	36389899	NM_012199	+	no	black
1	AGO3	36396683	36522063	NM_177422|NM_024852	+	no	black
1	TEKT2	36549676	36553876	NM_014466	+	no	black
1	ADPRHL2	36554453	36559533	NM_017825	+	no	black
1	COL8A2	36560837	36590685	NM_005202|NM_001294347	-	no	black
1	TRAPPC3	36602170	36621654	NR_073098|NM_014408|NR_073097|NM_001270894|NM_001270897|NM_001270896|NM_001270895	-	no	black
1	MAP7D1	36621566	36646451	NM_001286366|NM_018067|NM_001286365	+	no	black
1	THRAP3	36690017	36770957	NM_005119	+	yes	red4
1	SH3D21	36771994	36786948	NM_001162530|NM_024676	+	no	black
1	EVA1B	36787632	36789755	NM_018166	-	no	black
1	STK40	36805220	36851528	NM_032017|NM_001282547|NM_001282546	-	no	black
1	LSM10	36859031	36863493	NM_032881	-	no	black
1	OSCP1	36883507	36916086	NM_145047|NM_206837	-	no	black
1	MRPS15	36921362	36930040	NM_031280	-	no	black
1	CSF3R	36931644	36948915	NM_156039|NM_000760|NM_172313	-	yes	red4
1	GRIK3	37261128	37499844	NM_000831	-	no	black
1	MIR4255	37627164	37627235	NR_036217	+	no	black
1	LINC01137	37920480	37940044	NR_038842	-	no	black
1	ZC3H12A	37940119	37949978	NM_025079	+	no	black
1	MIR6732	37945831	37945890	NR_106790	+	no	black
1	MEAF6	37955561	37980420	NM_022756|NR_073090|NM_001270876|NM_001270875|NR_073092|NR_073091	-	no	black
1	MIR5581	37966536	37966595	NR_049844	-	no	black
1	SNIP1	38000050	38019945	NM_024700	-	no	black
1	DNALI1	38022520	38032458	NM_003462	+	no	black
1	GNL2	38032413	38061586	NM_013285	-	no	black
1	RSPO1	38076951	38100595	NM_001242908|NM_001242910|NM_001038633|NM_001242909	-	no	black
1	C1orf109	38147242	38156267	NM_017850|NM_001303030|NM_001303031	-	no	black
1	CDCA8	38158073	38175391	NM_018101|NM_001256875	+	no	black
1	EPHA10	38181646	38230824	NM_001099439|NM_173641	-	no	black
1	MANEAL	38259774	38267278	NM_001113482|NM_001031740|NM_152496	+	no	black
1	YRDC	38268614	38273865	NM_024640	-	no	black
1	C1orf122	38273473	38275126	NM_001142726|NM_198446	+	no	black
1	MTF1	38275239	38325292	NM_005955	-	no	black
1	INPP5B	38326369	38412729	NM_001297434|NM_005540	-	no	black
1	SF3A3	38422652	38455761	NM_006802	-	no	black
1	FHL3	38462442	38471187	NM_001243878|NM_004468	-	no	black
1	UTP11L	38478384	38490497	NM_016037	+	no	black
1	POU3F1	38509523	38512450	NM_002699	-	no	black
1	MIR3659	38554903	38555001	NR_037432	+	no	black
1	LINC01343	38674706	38680439	NR_038928	-	no	black
1	RRAGC	39303869	39325495	NM_022157|NM_001271851	-	no	black
1	MYCBP	39328162	39339050	NM_012333|NR_037632	-	no	black
1	GJA9-MYCBP	39328162	39347298	NR_037634|NR_037633|NR_037637|NR_037636|NR_037635	-	no	black
1	GJA9	39339739	39347298	NM_030772	-	no	black
1	RHBDL2	39351479	39407456	NM_017821	-	no	black
1	AKIRIN1	39456916	39471737	NM_024595|NM_001136275	+	no	black
1	NDUFS5	39491967	39500308	NM_004552|NM_001184979	+	no	black
1	MACF1	39549839	39952810	NM_012090	+	no	black
1	KIAA0754	39875176	39882154	NM_015038	+	no	black
1	BMP8A	39957318	39995541	NM_181809	+	no	black
1	PPIEL	39987952	40025370	NR_003929	-	no	black
1	PABPC4	40026485	40042521	NM_003819|NM_001135653|NM_001135654	-	no	black
1	LOC101929516	40030742	40038875	NR_125979	+	no	black
1	SNORA55	40033046	40033182	NR_002983	-	no	black
1	HEYL	40089103	40105348	NM_014571	-	no	black
1	NT5C1A	40124793	40137710	NM_032526	-	no	black
1	HPCAL4	40144320	40157382	NM_001282397|NM_001282396|NM_016257	-	no	black
1	PPIE	40204517	40229586	NM_006112|NR_036543|NR_036544|NM_001195007|NM_203456	+	no	black
1	BMP8B	40223903	40254533	NM_001720	-	no	black
1	OXCT2	40235197	40237020	NM_022120	-	no	black
1	TRIT1	40306706	40349177	NM_017646	-	no	black
1	MYCL	40361096	40367687	NM_001033081|NM_001033082|NM_005376	-	yes	red4
1	MFSD2A	40420784	40435640	NM_001287809|NM_001136493|NM_032793|NM_001287808|NR_109896	+	no	black
1	CAP1	40506255	40538321	NM_006367|NM_001105530	+	no	black
1	PPT1	40538382	40563142	NM_000310|NM_001142604	-	no	black
1	RLF	40627041	40706593	NM_012421	+	no	black
1	TMCO2	40713573	40717365	NM_001008740	+	no	black
1	ZMPSTE24	40723722	40759856	NM_005857	+	no	black
1	COL9A2	40766163	40782939	NM_001852	-	no	black
1	SMAP2	40839378	40888998	NM_022733|NM_001198978|NM_001198979|NM_001198980	+	no	black
1	ZFP69B	40916337	40929390	NM_023070	+	no	black
1	ZFP69	40943302	40962015	NM_198494	+	no	black
1	EXO5	40974433	40982214	NM_022774	+	no	black
1	ZNF684	40997233	41013841	NM_152373	+	no	black
1	RIMS3	41086352	41131324	NM_014747	-	no	black
1	NFYC-AS1	41154752	41157933	NR_024567	-	no	black
1	NFYC	41157242	41237275	NM_001142587|NM_001142589|NM_001142588|NM_014223|NM_001142590	+	no	black
1	MIR30E	41220027	41220118	NR_029846	+	no	black
1	MIR30C1	41222956	41223044	NR_029833	+	no	black
1	KCNQ4	41249684	41306124	NM_172163|NM_004700	+	no	black
1	CITED4	41326728	41328018	NM_133467	-	no	black
1	CTPS1	41444971	41478237	NR_125440|NM_001905|NM_001301237	+	no	black
1	SLFNL1-AS1	41480262	41509562	NR_037868	+	no	black
1	SLFNL1	41481269	41487427	NM_144990|NM_001168247|NM_001300859	-	no	black
1	SCMH1	41492871	41707815	NM_001172222|NM_001031694|NM_001172221|NM_012236|NM_001172218|NM_001172220|NM_001172219	-	no	black
1	FOXO6	41827603	41849263	NM_001291281	+	no	black
1	EDN2	41944446	41950354	NM_001302269|NM_001956|NR_126098	-	no	black
1	HIVEP3	41972036	42501596	NM_024503|NM_001127714|NR_038260|NR_038261	-	no	black
1	GUCA2B	42619092	42621495	NM_007102	+	no	black
1	GUCA2A	42628362	42630395	NM_033553	-	no	black
1	FOXJ3	42642210	42801548	NM_001198851|NM_001198852|NM_014947|NM_001198850	-	no	black
1	RIMKLA	42846468	42889900	NM_173642	+	no	black
1	ZMYND12	42896001	42921938	NM_001146192|NM_032257	-	no	black
1	PPCS	42922012	42939049	NM_001287506|NM_001287507|NM_001287508|NM_001077447|NM_001287510|NM_024664|NM_001287509|NM_001287511	+	no	black
1	CCDC30	43000560	43120335	NM_001080850	+	no	black
1	PPIH	43124048	43142429	NM_006347	+	no	black
1	YBX1	43148066	43168020	NM_004559	+	no	black
1	CLDN19	43198764	43205925	NM_001185117|NM_001123395|NM_148960	-	no	black
1	P3H1	43212006	43232755	NM_001146289|NM_022356|NM_001243246	-	no	black
1	C1orf50	43232916	43241413	NM_024097|NR_040733	+	no	black
1	LOC100129924	43253661	43263901	NM_001242750	+	no	black
1	CCDC23	43272723	43283059	NM_199342	-	no	black
1	ERMAP	43282776	43310660	NM_001017922|NM_018538	+	no	black
1	ZNF691	43312244	43318146	NM_001242739|NM_015911	+	no	black
1	LOC339539	43323293	43354463	NR_104171	+	no	black
1	SLC2A1	43391046	43424847	NM_006516	-	no	black
1	SLC2A1-AS1	43424720	43449029	NR_033967	+	no	black
1	FAM183A	43613594	43622067	NM_001101376	+	no	black
1	EBNA1BP2	43629845	43638241	NM_006824|NM_001159936	-	no	black
1	MIR6733	43637323	43637383	NR_106791	-	no	black
1	CFAP57	43638001	43720029	NM_152498|NM_001167965|NM_001195831	+	no	black
1	TMEM125	43735665	43739673	NM_144626	+	no	black
1	C1orf210	43747557	43751288	NM_182517|NM_001164829	-	no	black
1	TIE1	43766566	43788781	NM_005424|NM_001253357	+	no	black
1	MPL	43803475	43820135	NM_005373	+	yes	red4
1	CDC20	43824626	43828873	NM_001255	+	no	black
1	ELOVL1	43829068	43833745	NM_001256399|NM_022821|NM_001256402|NM_001256401|NR_046117	-	no	black
1	MIR6734	43830319	43830386	NR_106792	-	no	black
1	MED8	43849579	43855483	NM_052877|NM_201542|NM_001001653	-	no	black
1	SZT2	43855556	43919918	NM_015284	+	no	black
1	MIR6735	43914210	43914282	NR_106793	+	no	black
1	HYI	43916674	43919660	NM_001243526|NM_001190880|NM_031207	-	no	black
1	PTPRF	43996547	44089343	NM_002840|NM_130440	+	no	black
1	KDM4A	44115797	44171189	NM_014663	+	no	black
1	KDM4A-AS1	44165409	44173012	NR_033827	-	no	black
1	ST3GAL3	44173204	44396837	NM_001270463|NM_001270464|NR_073021|NR_073020|NR_073019|NR_073018|NM_001270459|NM_174970|NM_001270460|NM_001270461|NM_001270462|NM_174971|NM_006279|NM_001270465|NM_174966|NM_174965|NM_174964|NM_174969|NM_001270466|NM_174968|NM_174967|NR_073023|NR_073017|NM_174963|NR_073016	+	no	black
1	LOC101929592	44175076	44193014	NR_125986	-	no	black
1	MIR6079	44304294	44304355	NR_106727	+	no	black
1	ARTN	44398992	44402912	NM_001136215|NM_057091|NM_057090	+	no	black
1	IPO13	44412478	44433694	NM_014652	+	no	black
1	DPH2	44435653	44439043	NM_001384|NM_001039589	+	no	black
1	ATP6V0B	44440320	44443972	NM_004047|NM_001039457|NM_001294333	+	no	black
1	B4GALT2	44444874	44456843	NM_003780|NM_030587|NM_001005417	+	no	black
1	CCDC24	44457280	44462198	NM_152499	+	no	black
1	SLC6A9	44462155	44497164	NM_006934|NR_048548|NM_201649|NM_001261380|NM_001024845|NR_048549	-	no	black
1	KLF17	44584522	44600809	NM_173484	+	no	black
1	DMAP1	44679125	44686351	NM_001034023|NM_019100|NM_001034024	+	no	black
1	ERI3	44686742	44820951	NM_001301698|NM_001301699|NM_001301701|NM_001301700|NM_024066	-	no	black
1	ERI3-IT1	44688267	44709955	NR_110056|NR_046817	-	no	black
1	RNF220	44870960	45117396	NM_018150	+	no	black
1	MIR5584	45011165	45011224	NR_049849	+	no	black
1	TMEM53	45118919	45140280	NM_001300746|NM_001300748|NM_024587|NM_001300747	-	no	black
1	C1orf228	45140394	45191263	NM_001145636	+	no	black
1	KIF2C	45205490	45233438	NM_006845|NM_001297655|NM_001297656|NM_001297657	+	no	black
1	RPS8	45241246	45244412	NM_001012	+	no	black
1	SNORD55	45241537	45241610	NR_000015	+	no	black
1	SNORD46	45242164	45242261	NR_000024	+	no	black
1	SNORD38A	45243514	45243584	NR_001456	+	no	black
1	SNORD38B	45244062	45244130	NR_001457	+	no	black
1	BEST4	45249257	45253426	NM_153274	-	no	black
1	PLK3	45266036	45271667	NM_004073	+	no	black
1	TCTEX1D4	45271586	45272957	NM_001013632	-	no	black
1	BTBD19	45274154	45279801	NM_001136537	+	no	black
1	PTCH2	45285516	45308616	NM_001166292|NM_003738	-	no	black
1	EIF2B3	45316194	45452394	NM_001261418|NM_020365|NM_001166588	-	no	black
1	HECTD3	45468220	45477027	NM_024602	-	no	black
1	UROD	45477805	45481341	NM_000374|NR_036510	+	no	black
1	ZSWIM5	45482076	45672250	NM_020883	-	no	black
1	LINC01144	45769582	45771291	NR_024270	+	no	black
1	HPDL	45792545	45794346	NM_032756	+	no	black
1	MUTYH	45794914	45806142	NM_001048174|NM_001293195|NM_001293191|NM_001048173|NM_001048172|NM_001293196|NM_001128425|NM_001048171|NM_012222|NM_001293190|NM_001293192	-	yes	red4
